,soltype
1343,Published Confirmed
1344,Published Confirmed
1345,TESS Project Candidate
1346,Published Confirmed
1347,TESS Project Candidate
1348,Published Confirmed
1349,Published Confirmed
1350,Published Confirmed
1351,Published Confirmed
1352,Published Confirmed
1353,Published Confirmed
1354,Published Confirmed
1355,Published Confirmed
1356,Published Confirmed
1357,TESS Project Candidate
1358,Published Confirmed
1359,Published Confirmed
1360,Published Confirmed
1361,Published Confirmed
1362,Published Confirmed
1363,TESS Project Candidate
1364,Published Confirmed
1365,Published Confirmed
1366,TESS Project Candidate
1367,Published Confirmed
1368,TESS Project Candidate
1369,Published Confirmed
1370,TESS Project Candidate
1371,Published Confirmed
1372,TESS Project Candidate
1373,Published Confirmed
1374,Published Confirmed
1375,Published Confirmed
1376,Published Confirmed
1377,Published Confirmed
1378,Published Confirmed
1379,TESS Project Candidate
1380,Published Confirmed
1381,Published Confirmed
1382,Published Confirmed
1383,TESS Project Candidate
1384,Published Confirmed
1385,Published Confirmed
1386,Published Confirmed
1387,Published Confirmed
1388,TESS Project Candidate
1389,TESS Project Candidate
1390,Published Confirmed
1391,Published Confirmed
1392,Published Confirmed
1393,Published Confirmed
1394,TESS Project Candidate
1395,Published Confirmed
1396,Published Confirmed
1397,Published Confirmed
1398,Published Confirmed
1399,Published Confirmed
1400,Kepler Project Candidate (q1_q17_dr25_sup_koi)
1401,Published Confirmed
1402,Published Confirmed
1403,TESS Project Candidate
1404,Kepler Project Candidate (q1_q16_koi)
1405,Kepler Project Candidate (q1_q17_dr25_koi)
1406,Kepler Project Candidate (q1_q8_koi)
1407,Published Confirmed
1408,Published Confirmed
1409,Published Confirmed
1410,Published Confirmed
1411,Published Confirmed
1412,Published Confirmed
1413,Published Confirmed
1414,Published Confirmed
1415,Published Confirmed
1416,Kepler Project Candidate (q1_q12_koi)
1417,Published Confirmed
1418,Kepler Project Candidate (q1_q17_dr24_koi)
1419,TESS Project Candidate
1420,Published Confirmed
1421,Published Confirmed
1422,Published Confirmed
1423,Published Confirmed
1424,Published Confirmed
1425,Published Confirmed
1426,Published Confirmed
1427,Published Confirmed
1428,Published Confirmed
1429,Published Confirmed
1430,TESS Project Candidate
1431,Published Confirmed
1432,Published Confirmed
1433,Published Confirmed
1434,Published Confirmed
1435,Published Confirmed
1436,Published Confirmed
1437,Published Confirmed
1438,Published Confirmed
1439,Published Confirmed
1440,TESS Project Candidate
1441,Published Confirmed
1442,Published Confirmed
1443,Published Confirmed
1444,Published Confirmed
1445,Published Confirmed
1446,Published Confirmed
1447,TESS Project Candidate
1448,Published Confirmed
1449,Published Confirmed
1450,Published Confirmed
1451,Published Confirmed
1452,Published Confirmed
1453,Published Candidate
1454,Published Confirmed
1455,Published Confirmed
1456,Published Candidate
1457,Published Confirmed
1458,Published Candidate
1459,Published Confirmed
1460,Published Confirmed
1461,Published Candidate
1462,Published Confirmed
1463,Published Confirmed
1464,Published Confirmed
1465,Published Confirmed
1466,Published Confirmed
1467,Published Confirmed
1468,TESS Project Candidate
1469,Published Confirmed
1470,Published Confirmed
1471,Published Confirmed
1472,Published Confirmed
1473,TESS Project Candidate
1474,Published Confirmed
1475,Published Confirmed
1476,Published Confirmed
1477,Published Confirmed
1478,Published Confirmed
1479,TESS Project Candidate
1480,Published Confirmed
1481,Published Confirmed
1482,Published Confirmed
1483,Published Confirmed
1484,Published Confirmed
1485,Published Confirmed
1486,TESS Project Candidate
1487,Published Confirmed
1488,Published Confirmed
1489,Published Confirmed
1490,TESS Project Candidate
1491,Published Confirmed
1492,TESS Project Candidate
1493,Published Confirmed
1494,Published Confirmed
1495,Published Confirmed
1496,Published Confirmed
1497,Published Confirmed
1498,Published Confirmed
1499,Published Confirmed
1500,Published Confirmed
1501,Published Confirmed
1502,TESS Project Candidate
1503,Published Confirmed
1504,Published Confirmed
1505,TESS Project Candidate
1506,Published Confirmed
1507,Published Confirmed
1508,Published Confirmed
1509,Published Confirmed
1510,Published Confirmed
1511,Published Confirmed
1512,TESS Project Candidate
1513,Published Confirmed
1514,Published Confirmed
1515,Published Confirmed
1516,Published Confirmed
1517,TESS Project Candidate
1518,Published Confirmed
1519,Published Confirmed
1520,Published Confirmed
1521,Published Confirmed
1522,Published Confirmed
1523,Published Confirmed
1524,TESS Project Candidate
1525,Published Confirmed
1526,TESS Project Candidate
1527,Published Confirmed
1528,Published Confirmed
1529,Published Confirmed
1530,Published Confirmed
1531,Published Confirmed
1532,Published Confirmed
1533,Published Confirmed
1534,TESS Project Candidate
1535,Published Confirmed
1536,TESS Project Candidate
1537,Published Confirmed
1538,Published Confirmed
1539,Published Confirmed
1540,Published Confirmed
1541,TESS Project Candidate
1542,Published Confirmed
1543,Published Confirmed
1544,Published Confirmed
1545,Published Confirmed
1546,Published Confirmed
1547,Published Confirmed
1548,Published Confirmed
1549,TESS Project Candidate
1550,Published Confirmed
1551,Published Confirmed
1552,Published Confirmed
1553,TESS Project Candidate
1554,Published Confirmed
1555,Published Confirmed
1556,Published Confirmed
1557,Published Confirmed
1558,Published Confirmed
1559,TESS Project Candidate
1560,Published Confirmed
1561,TESS Project Candidate
1562,Published Confirmed
1563,Published Confirmed
1564,Published Confirmed
1565,Published Confirmed
1566,Published Confirmed
1567,Published Confirmed
1568,Published Confirmed
1569,TESS Project Candidate
1570,Published Confirmed
1571,Published Confirmed
1572,Published Confirmed
1573,TESS Project Candidate
1574,Published Confirmed
1575,Published Confirmed
1576,Published Candidate
1577,Published Candidate
1578,Published Confirmed
1579,Published Confirmed
1580,Published Confirmed
1581,Published Confirmed
1582,TESS Project Candidate
1583,Published Confirmed
1584,Published Confirmed
1585,Published Confirmed
1586,TESS Project Candidate
1587,Published Confirmed
1588,Published Confirmed
1589,Published Confirmed
1590,Published Confirmed
1591,Published Confirmed
1592,Published Confirmed
1593,Published Confirmed
1594,Published Confirmed
1595,TESS Project Candidate
1596,TESS Project Candidate
1597,Published Confirmed
1598,Published Confirmed
1599,Published Confirmed
1600,Published Confirmed
1601,Published Confirmed
1602,Published Confirmed
1603,TESS Project Candidate
1604,Published Confirmed
1605,Published Confirmed
1606,Published Confirmed
1607,Published Confirmed
1608,Published Confirmed
1609,TESS Project Candidate
1610,Published Confirmed
1611,Published Confirmed
1612,TESS Project Candidate
1613,Published Confirmed
1614,Published Confirmed
1615,Published Confirmed
1616,Published Confirmed
1617,Published Confirmed
1618,TESS Project Candidate
1619,Published Confirmed
1620,Published Confirmed
1621,TESS Project Candidate
1622,Published Confirmed
1623,Published Confirmed
1624,Published Confirmed
1625,Published Confirmed
1626,TESS Project Candidate
1627,Published Confirmed
1628,Published Confirmed
1629,TESS Project Candidate
1630,Published Confirmed
1631,Published Confirmed
1632,Published Confirmed
1633,Published Confirmed
1634,Published Confirmed
1635,Published Confirmed
1636,TESS Project Candidate
1637,Published Confirmed
1638,TESS Project Candidate
1639,Published Confirmed
1640,TESS Project Candidate
1641,Published Confirmed
1642,Published Confirmed
1643,Published Confirmed
1644,Published Confirmed
1645,Published Confirmed
1646,Published Confirmed
1647,Published Confirmed
1648,Published Confirmed
1649,TESS Project Candidate
1650,Published Confirmed
1651,Published Confirmed
1652,TESS Project Candidate
1653,Published Confirmed
1654,Published Confirmed
1655,Published Confirmed
1656,Published Confirmed
1657,Published Confirmed
1658,TESS Project Candidate
1659,Published Confirmed
1660,TESS Project Candidate
1661,Published Confirmed
1662,Published Confirmed
1663,Published Confirmed
1664,Published Confirmed
1665,TESS Project Candidate
1666,Published Confirmed
1667,Published Confirmed
1668,Published Confirmed
1669,Published Confirmed
1670,TESS Project Candidate
1671,Published Confirmed
1672,Published Confirmed
1673,TESS Project Candidate
1674,Published Confirmed
1675,Published Confirmed
1676,TESS Project Candidate
1677,Published Confirmed
1678,Published Confirmed
1679,Published Confirmed
1680,Published Confirmed
1681,Published Confirmed
1682,TESS Project Candidate
1683,Published Confirmed
1684,Published Confirmed
1685,Published Confirmed
1686,Published Confirmed
1687,TESS Project Candidate
1688,Published Confirmed
1689,Published Confirmed
1690,Published Confirmed
1691,Published Confirmed
1692,Published Confirmed
1693,Published Confirmed
1694,TESS Project Candidate
1695,Published Confirmed
1696,TESS Project Candidate
1697,Published Confirmed
1698,Published Confirmed
1699,Published Confirmed
1700,Published Confirmed
1701,TESS Project Candidate
1702,Published Confirmed
1703,Published Confirmed
1704,Published Confirmed
1705,Published Confirmed
1706,TESS Project Candidate
1707,Published Confirmed
1708,Published Confirmed
1709,Published Confirmed
1710,Published Confirmed
1711,TESS Project Candidate
1712,TESS Project Candidate
1713,Published Confirmed
1714,Published Confirmed
1715,Published Confirmed
1716,TESS Project Candidate
1717,Published Confirmed
1718,Published Confirmed
1719,Published Confirmed
1720,Published Confirmed
1721,Published Confirmed
1722,Published Confirmed
1723,TESS Project Candidate
1724,Published Confirmed
1725,Published Confirmed
1726,Published Confirmed
1727,TESS Project Candidate
1728,Published Confirmed
1729,Published Confirmed
1730,Published Confirmed
1731,Published Confirmed
1732,Published Confirmed
1733,TESS Project Candidate
1734,Published Confirmed
1735,Published Confirmed
1736,TESS Project Candidate
1737,Published Confirmed
1738,Published Confirmed
1739,TESS Project Candidate
1740,Published Confirmed
1741,Published Confirmed
1742,Published Confirmed
1743,Published Confirmed
1744,TESS Project Candidate
1745,Published Confirmed
1746,TESS Project Candidate
1747,Published Confirmed
1748,TESS Project Candidate
1749,Published Confirmed
1750,TESS Project Candidate
1751,Published Confirmed
1752,Published Confirmed
1753,Published Confirmed
1754,Published Confirmed
1755,Published Confirmed
1756,Published Confirmed
1757,Published Candidate
1758,Published Candidate
1759,Published Confirmed
1760,Published Confirmed
1761,Published Confirmed
1762,Published Confirmed
1763,Published Confirmed
1764,Published Confirmed
1765,Published Confirmed
1766,Published Confirmed
1767,Published Confirmed
1768,Published Confirmed
1769,Published Confirmed
1770,Published Confirmed
1771,Published Confirmed
1772,Published Confirmed
1773,Published Confirmed
1774,Published Confirmed
1775,Published Confirmed
1776,Published Confirmed
1777,Published Confirmed
1778,Published Confirmed
1779,Published Confirmed
1780,Published Confirmed
1781,Published Confirmed
1782,Published Confirmed
1783,Published Confirmed
1784,Published Confirmed
1785,Published Confirmed
1786,Published Confirmed
1787,Published Confirmed
1788,Published Confirmed
1789,Published Confirmed
1790,Published Confirmed
1791,Published Confirmed
1792,Published Confirmed
1793,Published Confirmed
1794,Published Confirmed
1795,Published Confirmed
1796,Published Confirmed
1797,Published Confirmed
1798,Published Confirmed
1799,Published Confirmed
1800,Published Confirmed
1801,Published Confirmed
1802,Published Confirmed
1803,Published Confirmed
1804,Published Confirmed
1805,Published Confirmed
1806,Published Confirmed
1807,Published Confirmed
1808,Published Confirmed
1809,Published Confirmed
1810,Published Confirmed
1811,Published Confirmed
1812,Published Confirmed
1813,Published Confirmed
1814,Published Confirmed
